Species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Sminthopsis_gilberti,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_granulipes,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_griseoventer,365.28,8,NA,17.5,3.6,NA,70,NA,NA,NA,NA,NA,3.5875,NA,NA,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_hirtipes,NA,NA,NA,15,1.416666667,NA,NA,NA,NA,NA,NA,NA,1.416666667,NA,NA,12.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_leucopus,360.05,8,1,23.36,2.5,16.16,84.51,NA,8.88,NA,NA,NA,2,NA,0.999315537,NA,22.5,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_longicaudata,NA,3.62,2,18,5,15,NA,NA,NA,NA,NA,NA,2.2875,NA,NA,NA,78.2,NA,NA,NA,NA,10.75,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_macroura,132.4,7,2,21.3,4.908333333,12,70,0.01,7,NA,NA,NA,4.9,159,0.501026694,NA,20,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_murina,182.075,8,2,16.35,2,12.5,70.63,NA,3.04,NA,NA,NA,2,NA,0.999315537,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_ooldea,324.38,7.24,1.1,11.595,3,20.87,69.8,NA,3.09,NA,NA,NA,1.916666667,NA,0.999315537,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_psammophila,NA,5.49,1.5,33.5,5,18,91.32,NA,NA,NA,NA,NA,5,NA,NA,25.7,31.25,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_virginiae,230,3.305,2.22,34,5.325,15.655,89.49,NA,19,NA,NA,NA,2,NA,0.249144422,NA,33.5,NA,NA,NA,NA,11.007,NA,NA,NA,NA,NA,NA,NA
Sminthopsis_youngsoni,NA,5.5,1.1,10,5.325,NA,NA,NA,NA,NA,NA,NA,5.3,NA,0.999315537,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.96
Myrmecobius_fasciatus,350.06,4,1.05,471.5,11.05833333,14,271.595,NA,NA,NA,NA,NA,6,730.56,0.999315537,478,597,438.2,NA,NA,NA,25.25,NA,NA,NA,NA,NA,NA,NA
Thylacinus_cynocephalus,NA,3,1.55,25000,13,NA,60.88,NA,NA,NA,NA,NA,11.2375,NA,0.999315537,30000,25000,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA
Cynocephalus_volans,NA,1,NA,1250,17.5,105,187.80212,35.9,378,NA,NA,NA,17.5,NA,NA,NA,NA,1250,NA,NA,NA,37.943,NA,NA,25.4,NA,NA,35.5,NA
Galeopterus_variegates,NA,1,NA,1056.1,17.5,60,182.64,35,NA,NA,NA,NA,8.89375,NA,NA,NA,NA,NA,NA,NA,NA,39.9715,NA,NA,NA,NA,NA,NA,NA
Caluromys_derbianus,240,3.07,2,330,8.7,21,120,NA,NA,NA,NA,NA,6.333333333,240,NA,NA,NA,342.7,NA,NA,NA,26.55,NA,NA,NA,NA,NA,NA,243.52
Caluromys_lanatus,NA,2.5,3,410,9.733333333,NA,NA,3.5,NA,NA,NA,NA,5,NA,NA,NA,355.7,365,NA,NA,NA,28.415,29,NA,NA,NA,NA,NA,NA
Caluromys_philander,309.26,4.34,2,298.235,8.9,23.995,109.825,0.2,56.065,NA,NA,NA,7.616666667,NA,0.455167693,NA,249,NA,NA,NA,NA,23.2135,21.7,NA,1,NA,NA,NA,NA
Caluromysiops_irrupta,NA,2,NA,257.48,7.833333333,13,117.5,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
Chironectes_minimus,304.4,3.62,1.1,856,3.158333333,NA,108.36,NA,70,NA,NA,NA,3,NA,0.999315537,NA,NA,940.5,NA,NA,NA,29.775,NA,NA,NA,NA,NA,NA,NA
Didelphis_albiventris,315.68,6.9,1.5,1030.47,1.7,12,116.5,NA,NA,NA,NA,NA,1.641666667,NA,0.73065024,NA,1273.5,NA,NA,NA,NA,36.069,36.8,NA,NA,NA,NA,NA,NA
Didelphis_aurita,178,6.2,2,1149.875,7,14,100,0.18,95.955,NA,NA,NA,4,240,0.424366872,1150,1650,1244.3,NA,NA,NA,39.635,41,NA,NA,NA,NA,NA,170
Didelphis_imperfecta,315.68,6.9,1.5,1030.47,1.7,12,116.5,NA,NA,NA,NA,NA,1.641666667,NA,0.73065024,NA,1273.5,NA,NA,NA,NA,36.069,36.8,NA,NA,NA,NA,NA,NA
Didelphis_marsupialis,178,6.2,2,1149.875,7,14,100,0.18,95.955,NA,NA,NA,4,240,0.424366872,1150,1650,1244.3,NA,NA,NA,39.635,41,NA,NA,NA,NA,NA,170
Didelphis_pernigra,315.68,6.9,1.5,1030.47,1.7,12,116.5,NA,NA,NA,NA,NA,1.641666667,NA,0.73065024,NA,1273.5,NA,NA,NA,NA,36.069,36.8,NA,NA,NA,NA,NA,NA
Didelphis_virginiana,184,6.645,2,1414.5,7,12.345,100,0.15,125,NA,NA,NA,4.179166667,241.5,0.354373717,1150,1650,2045.45,NA,NA,NA,40.27,41,NA,1.38,NA,NA,NA,170
Glironia_venusta,NA,4,NA,140,2,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,104,NA,NA,NA,NA,19.0565,18,NA,NA,NA,NA,NA,NA
Gracilinanus_aceramarcae,NA,NA,NA,21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA
Gracilinanus_agilis,270,11.5,2,21.5,6.1,20,65,0.25,NA,NA,NA,NA,6.075,NA,NA,NA,38.2,NA,NA,NA,NA,10.0665,10.3,NA,NA,NA,NA,NA,NA
Gracilinanus_agricolai,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.476,NA,NA,NA,NA,NA,NA,NA
Gracilinanus_dryas,NA,NA,NA,18.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Gracilinanus_emiliae,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.476,NA,NA,NA,NA,NA,NA,NA
Gracilinanus_formosus,NA,NA,NA,22.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.999,NA,NA,NA,NA,NA,NA,NA
Gracilinanus_marica,NA,5.99,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.915,NA,NA,NA,NA,NA,NA,NA
Gracilinanus_microtarsus,365.265,9.7,1,24.5,2,NA,76.1,9,9,NA,NA,NA,1,365.265,NA,20,30,NA,NA,NA,NA,10.75,NA,NA,NA,NA,NA,NA,NA
Hyladelphys_kalinowskii,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
Lestodelphys_halli,NA,NA,NA,78.27,2.991666667,NA,NA,NA,NA,NA,NA,NA,2.991666667,NA,NA,NA,NA,NA,NA,NA,NA,13.634,NA,NA,NA,NA,NA,NA,NA
Lutreolina_crassicaudata,182.64,8,2,450,3,14,91.32,NA,NA,NA,NA,NA,2.954166667,182.64,NA,490.4,661.75,540,NA,NA,NA,32.499,37.5,NA,NA,NA,NA,NA,NA
Marmosa_andersoni,NA,9,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marmosa_lepida,NA,5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA
Marmosa_mexicana,406.92,5.8,2,60,15.05833333,22,154,0.31,118,NA,NA,NA,9.5,NA,0.380561259,46,58.25,1045.5,NA,NA,NA,15,13.2,NA,NA,NA,NA,NA,NA
Marmosa_murina,406.92,5.5,2,518,15.05833333,30,154,0.31,118,NA,NA,NA,12,NA,0.380561259,NA,53.5,1045.5,NA,NA,NA,15,13.2,NA,NA,NA,NA,NA,NA
Marmosa_quichua,406.92,5.5,2.5,518,15.05833333,30,154,0.31,118,NA,NA,NA,12,NA,0.380561259,NA,53.5,1045.5,NA,NA,NA,15,13.2,NA,NA,NA,NA,NA,NA
Marmosa_robinsoni,266.41,9.75,1.5,98.5,5,13.915,66.315,0.09,10.74,NA,NA,NA,2,365,0.366872005,NA,NA,122,NA,NA,NA,17.506,NA,NA,NA,NA,NA,NA,NA
Marmosa_rubra,NA,9,NA,62.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA
Marmosa_tyleriana,NA,3,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.764,NA,NA,NA,NA,NA,NA,NA
Marmosa_xerophila,273.96,7.9,1.15,30,1.166666667,14,60,NA,NA,NA,NA,NA,1.083333333,273.96,NA,40,60,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA
Marmosops_bishopi,NA,4.05,NA,20.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,28.3,NA,NA,NA,NA,10.346,NA,NA,NA,NA,NA,NA,NA
Marmosops_cracens,NA,NA,1,26.63,NA,NA,64.63,NA,NA,NA,NA,NA,NA,NA,NA,45,103,NA,NA,NA,NA,11.825,16.5,NA,NA,NA,NA,NA,NA
Marmosops_dorothea,NA,NA,NA,42.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA
Marmosops_fuscatus,185.61,5.47,1,45.15,2.491666667,NA,64.63,NA,NA,NA,NA,NA,2.491666667,NA,NA,45,103,NA,NA,NA,NA,13.225,16.5,NA,NA,NA,NA,NA,NA
Marmosops_handleyi,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,29.5,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA
Marmosops_impavidus,NA,9.5,2,21,4.5,NA,NA,NA,NA,NA,NA,NA,2.995833333,NA,NA,57.3,77.4,19.3,NA,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA
Marmosops_incanus,NA,NA,1,59.88,NA,NA,64.63,NA,NA,NA,NA,NA,NA,NA,NA,45,103,NA,NA,NA,NA,14.475,16.5,NA,NA,NA,NA,NA,NA
Marmosops_invictus,NA,NA,NA,29.19,2.325,NA,NA,NA,NA,NA,NA,NA,2.325,NA,NA,NA,NA,NA,NA,NA,NA,11.3135,NA,NA,NA,NA,NA,NA,NA
Marmosops_juninensis,NA,4.05,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA
Marmosops_neblina,NA,9.5,2,35,4.5,NA,NA,NA,NA,NA,NA,NA,2.995833333,NA,NA,57.3,77.4,19.3,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA
Marmosops_noctivagus,NA,NA,NA,37,4.5,NA,NA,NA,NA,NA,NA,NA,4.495833333,NA,NA,57.3,77.4,NA,NA,NA,NA,11.75,NA,NA,NA,NA,NA,NA,NA
Marmosops_parvidens,NA,4.05,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2065,NA,NA,NA,NA,NA,NA,NA
Marmosops_paulensis,NA,NA,1,49.385,1,NA,64.63,NA,NA,NA,NA,NA,1,NA,NA,45,103,NA,NA,NA,NA,13.15,16.5,NA,NA,NA,NA,NA,NA
Marmosops_pinheiroi,NA,4.05,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.231,NA,NA,NA,NA,NA,NA,NA
Metachirus_nudicaudatus,NA,5,1.55,440,4,NA,NA,NA,NA,NA,NA,NA,3,NA,0.999315537,350,480.4,336,NA,NA,NA,27.0345,26.5,NA,NA,NA,NA,NA,NA
Micoureus_alstoni,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.625,NA,NA,NA,NA,NA,NA,NA
Micoureus_constantiae,NA,8,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
Micoureus_demerarae,323.13,7.645,NA,96,2.325,NA,NA,NA,NA,NA,NA,NA,2.325,NA,NA,NA,142.8,NA,NA,NA,NA,16.86,19.8,NA,NA,NA,NA,NA,NA
Micoureus_paraguayanus,252.885,7.855,2,363.3,3,14,91.32,NA,NA,NA,NA,NA,2.908333333,182.64,NA,490.4,591.3,540,NA,NA,NA,21,28.65,NA,NA,NA,NA,NA,NA
Micoureus_phaeus,NA,NA,NA,70.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA
Micoureus_regina,NA,NA,NA,68,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA
Monodelphis_adusta,NA,NA,NA,35,4.1,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA
Monodelphis_americana,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA
Monodelphis_brevicaudata,183.595,7.12,1.5,90,3.908333333,NA,NA,NA,NA,NA,NA,NA,3.9,180,NA,NA,84.3,91.5,NA,NA,NA,15.906,15.6,NA,NA,NA,NA,NA,NA
Monodelphis_dimidiata,304.4,14,1,44.56,1,NA,55.68,0.08,NA,NA,NA,NA,1,NA,0.916030116,37.5,82,NA,NA,NA,NA,9.96,NA,NA,NA,NA,NA,NA,NA
Monodelphis_domestica,137.1,9,4,100,6,14.775,51.245,0.095,20.65,NA,NA,NA,5.55,122,0.144421629,90,100,104,NA,NA,NA,16.955,13.7,NA,0.899,NA,NA,NA,NA
Monodelphis_emiliae,NA,NA,NA,52.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.614,NA,NA,NA,NA,NA,NA,NA
Monodelphis_glirina,183.595,7.12,1.5,90,3.908333333,NA,NA,NA,NA,NA,NA,NA,3.9,180,NA,NA,84.3,91.5,NA,NA,NA,15.906,15.6,NA,NA,NA,NA,NA,NA
Monodelphis_iheringi,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.099,NA,NA,NA,NA,NA,NA,NA
Monodelphis_kunsi,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA
Monodelphis_maraxina,137.1,9,4,99,6,14.775,51.245,0.095,20.65,NA,NA,NA,5.55,122,0.144421629,90,100,104,NA,NA,NA,14.81,13.7,NA,0.899,NA,NA,NA,NA
Monodelphis_osgoodi,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Monodelphis_rubida,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA
Monodelphis_scalops,NA,NA,NA,35,4.1,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,12.088,NA,NA,NA,NA,NA,NA,NA
Monodelphis_sorex,NA,NA,1,48,1,NA,NA,NA,NA,NA,NA,NA,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
Monodelphis_theresa,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.642,NA,NA,NA,NA,NA,NA,NA
Monodelphis_umbristriata,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA
Monodelphis_unistriata,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
Philander_andersoni,243.52,3.82,3,329.995,2.3,NA,76,9,62.5,NA,NA,NA,2.3,NA,0.246406571,NA,NA,NA,NA,NA,NA,25.55,NA,NA,NA,NA,NA,NA,NA
Philander_frenatus,216.665,4.675,2.5,510,4.408333333,13.5,79.77,0.2,78.955,NA,NA,NA,3.5,213.08,0.290212183,403.75,607.5,674,NA,NA,NA,28.38,27.5,NA,NA,NA,NA,NA,NA
Philander_mcilhennyi,243.52,3.82,3,365.5,2.3,NA,76,9,62.5,NA,NA,NA,2.3,NA,0.246406571,NA,NA,NA,NA,NA,NA,28.75,NA,NA,NA,NA,NA,NA,NA
Philander_opossum,213.08,4.6,2.5,510,4.408333333,NA,79.77,0.2,78.955,NA,NA,NA,3.5,213.08,0.290212183,NA,607.5,674,NA,NA,NA,28.38,27.5,NA,NA,NA,NA,NA,NA
Thylamys_cinderella,NA,13,2,31,1.583333333,NA,NA,NA,NA,NA,NA,NA,1.583333333,NA,NA,NA,NA,NA,NA,NA,NA,11.7855,NA,NA,NA,NA,NA,NA,NA
Thylamys_elegans,NA,13,2,30,1.583333333,NA,NA,NA,NA,NA,NA,NA,1.583333333,NA,NA,NA,NA,NA,NA,NA,NA,11.7855,NA,NA,NA,NA,NA,NA,NA
Thylamys_karimii,NA,NA,NA,24.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA
Thylamys_macrurus,NA,NA,NA,37.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,NA,NA,NA,NA,12.6635,NA,NA,NA,NA,NA,NA,NA
Thylamys_pallidior,NA,9.5,2,15.34,1.5,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,19.3,NA,NA,NA,8.587,NA,NA,NA,NA,NA,NA,NA
Thylamys_pusillus,NA,NA,NA,28.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,NA,NA,NA,NA,NA,NA,NA
Thylamys_tatei,NA,13,2,30,1.583333333,NA,NA,NA,NA,NA,NA,NA,1.583333333,NA,NA,NA,NA,NA,NA,NA,NA,11.7855,NA,NA,NA,NA,NA,NA,NA
Thylamys_velutinus,NA,NA,NA,22.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.999,NA,NA,NA,NA,NA,NA,NA
Thylamys_venustus,NA,13,2,31,1.583333333,NA,NA,NA,NA,NA,NA,NA,1.583333333,NA,NA,NA,NA,NA,NA,NA,NA,11.7855,NA,NA,NA,NA,NA,NA,NA
Tlacuatzin_canescens,182.64,11,NA,47.73,3,14,NA,NA,20,NA,NA,NA,2,182.64,NA,NA,NA,49,NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA
Acrobates_pygmaeus,240,3,2,13,8.8,NA,99,0.0178,5.65,NA,NA,NA,7.966666667,365,0.406570842,NA,NA,13,NA,NA,NA,7.65,NA,NA,NA,NA,NA,7.3,NA
Distoechurus_pennatus,NA,1.155,2,52.12,2,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,11.883,NA,NA,NA,NA,NA,NA,NA
Burramys_parvus,348.18,3.55,1,44.3,12,14.87,59.91,NA,19,NA,NA,NA,10.2,320,0.999315537,NA,NA,44.3,NA,NA,NA,12.225,NA,NA,NA,NA,NA,NA,NA
Cercartetus_caudatus,464.04,2.37,2,23.05,3.2,NA,76.04,NA,8.97,NA,NA,NA,3.2,NA,0.501026694,NA,NA,NA,NA,NA,NA,10.8985,NA,NA,NA,NA,NA,NA,NA
Cercartetus_concinnus,358.48,4.3,1.5,40,10.31666667,52.14,56,0.01,7.155,NA,NA,NA,8,190,0.334017796,NA,NA,17,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
Cercartetus_lepidus,NA,3.665,1.55,10.015,NA,NA,89.99,NA,NA,NA,NA,NA,NA,NA,0.999315537,9,8.4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.32
Cercartetus_nanus,191.9,3.98,2,60,10.31666667,NA,62.25,0.0149,7.155,NA,NA,NA,9.15,190,0.320670773,NA,NA,64.8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
Hypsiprymnodon_moschatus,413.84,2.04,1.1,534.25,6,NA,268.47,NA,190.39,NA,NA,NA,4.995833333,NA,0.999315537,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_bennettianus,NA,1,1.1,9581,20,32,600,NA,2900,NA,NA,NA,15.7,NA,0.999657769,9300,12600,NA,NA,NA,NA,70.6715,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_dorianus,NA,1,NA,9581,19.71666667,32,600,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,70.6715,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_goodfellowi,897.08,1,1.03,7400,26.9,37.94,360,NA,NA,NA,NA,NA,23.44583333,NA,1.122518823,NA,NA,6960,NA,NA,NA,53.781,NA,NA,NA,NA,NA,NA,730.5
Dendrolagus_inustus,654.37,1,1.03,8293.4,26.9,32.975,509.1,NA,1800,NA,NA,NA,23.70833333,730.5,1.122518823,NA,NA,6960,NA,NA,NA,62.701,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_lumholtzi,816.35,1,1,6649.97,2.083333333,NA,539.29,NA,1299.99,NA,NA,NA,2.083333333,NA,1.190965092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_matschiei,897.08,1.005,1.03,7080,26.9,32.975,504.55,NA,NA,NA,NA,NA,23.83333333,NA,1.122518823,NA,NA,6960,NA,NA,NA,53.781,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_mbaiso,NA,1,NA,9395.06,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.454,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_pulcherrimus,897.08,1,1.03,7400,26.9,37.94,360,NA,NA,NA,NA,NA,23.44583333,NA,1.122518823,NA,NA,6960,NA,NA,NA,53.781,NA,NA,NA,NA,NA,NA,730.5
Dendrolagus_scottae,NA,1.005,1.05,9979.29,20,32,408,NA,NA,NA,NA,NA,20,NA,0.999657769,NA,NA,NA,NA,NA,NA,61.555,NA,NA,NA,NA,NA,NA,NA
Dendrolagus_spadix,897.08,1,1.03,7400,26.9,37.94,360,NA,945.25,NA,NA,NA,23.44583333,NA,1.122518823,NA,NA,6960,NA,NA,NA,57.023,NA,NA,NA,NA,NA,NA,730.5
Dendrolagus_stellarum,897.08,1,1.03,7674.39,26.9,35.945,504.55,NA,NA,NA,NA,NA,19.71666667,NA,1.122518823,NA,NA,6960,NA,NA,NA,60.343,NA,NA,NA,NA,NA,NA,730.5
Dendrolagus_ursinus,NA,1,NA,8000,20.45833333,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,62.307,NA,NA,NA,NA,NA,NA,NA
Dorcopsis_atrata,517.3,1.005,NA,2300,8,NA,362.93,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,69.569,NA,NA,NA,NA,NA,NA,NA
Dorcopsis_hageni,517.3,1.005,NA,5499.99,NA,NA,304.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.762,NA,NA,NA,NA,NA,NA,NA
Dorcopsis_luctuosa,481.875,1.005,1.52,4254.78,13.9,NA,300.95,NA,NA,NA,NA,NA,13.89166667,NA,0.5229295,NA,NA,NA,NA,NA,NA,66.346,NA,NA,NA,NA,NA,NA,NA
Dorcopsis_muelleri,481.875,1,1.52,5000,13.9,NA,270,NA,NA,NA,NA,NA,12.39583333,NA,0.5229295,NA,NA,NA,NA,NA,NA,67.1065,NA,NA,NA,NA,NA,NA,NA
Dorcopsulus_macleayi,730.5,1.2,NA,2988,7.9,21,547.92,NA,NA,NA,NA,NA,7.9,730.5,1,NA,NA,NA,NA,NA,NA,39.968,NA,NA,NA,NA,NA,NA,NA
Dorcopsulus_vanheurni,NA,1.18,NA,1890.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.689,NA,NA,NA,NA,NA,NA,NA
Lagorchestes_asomatus,NA,1,NA,1500,6.65,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagorchestes_conspicillatus,376.94,1,1.71,2740.505,8.816666667,30.545,204,NA,950,NA,NA,NA,8.8,NA,0.418261465,NA,NA,2660,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
Lagorchestes_hirsutus,351.885,1,1.89,1358.57,13.225,NA,150,NA,749.995,NA,NA,NA,13.2,NA,0.342231348,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
Lagorchestes_leporides,NA,1,NA,3000,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagostrophus_fasciatus,391.96,0.9,1.1,1933.48,4,NA,269.23,NA,359.99,NA,NA,NA,4,NA,0.999315537,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Macropus_agilis,384.885,1.005,1.8,13907.875,16.9,29.755,267.87,0.632,2286.7,NA,NA,NA,12,425,0.598220397,NA,NA,NA,NA,NA,NA,84.8005,NA,NA,NA,NA,NA,NA,NA
